 !, doc.freq 3, pointer: 0
 $, doc.freq 2, pointer: 25
 state-chart, doc.freq 2, pointer: 2902399
 state-control, doc.freq 7, pointer: 2902416
 state-fix, doc.freq 1, pointer: 2902468
 state-held, doc.freq 1, pointer: 2902475
 state-oil, doc.freq 7, pointer: 2902483
 state-own, doc.freq 55, pointer: 2902535
 state-run, doc.freq 20, pointer: 2902865
 state-trad, doc.freq 1, pointer: 2903005
 statement, doc.freq 470, pointer: 2903013
 states-iraq, doc.freq 1, pointer: 2905573
 static, doc.freq 1, pointer: 2905580
 statil, doc.freq 1, pointer: 2905587
 station, doc.freq 42, pointer: 2905593
 stationeri, doc.freq 2, pointer: 2905852
 statist, doc.freq 191, pointer: 2905869
 statistician, doc.freq 4, pointer: 2906927
 statment, doc.freq 1, pointer: 2906955
 statoil, doc.freq 3, pointer: 2906962
 statu, doc.freq 36, pointer: 2906986
 statut, doc.freq 5, pointer: 2907212
 statutori, doc.freq 8, pointer: 2907249
 staubli, doc.freq 1, pointer: 2907310
 stauffer, doc.freq 2, pointer: 2907317
 staunch, doc.freq 5, pointer: 2907334
 staunchli, doc.freq 2, pointer: 2907374
 stavang, doc.freq 1, pointer: 2907391
 stave, doc.freq 3, pointer: 2907399
 stay, doc.freq 55, pointer: 2907423
 stb, doc.freq 3, pointer: 2907763
 stbd, doc.freq 1, pointer: 2907784
 stbk, doc.freq 1, pointer: 2907792
 stc, doc.freq 8, pointer: 2907799
 stch.l, doc.freq 4, pointer: 2907862
 stcl.l, doc.freq 1, pointer: 2907889
 stcm.si, doc.freq 1, pointer: 2907895
 stcok, doc.freq 1, pointer: 2907903
 std, doc.freq 1, pointer: 2907910
 stdl, doc.freq 1, pointer: 2907917
 ste, doc.freq 4, pointer: 2907924
 steadfast, doc.freq 1, pointer: 2907951
 steadi, doc.freq 63, pointer: 2907958
 steadier, doc.freq 1, pointer: 2908331
 steadili, doc.freq 22, pointer: 2908338
 steak, doc.freq 3, pointer: 2908476
 steal, doc.freq 1, pointer: 2908498
 steam, doc.freq 11, pointer: 2908505
 steamer, doc.freq 1, pointer: 2908589
 steamship, doc.freq 5, pointer: 2908596
 stearin, doc.freq 2, pointer: 2908635
 stearn, doc.freq 13, pointer: 2908655
 stearns-l, doc.freq 1, pointer: 2908744
 stebbin, doc.freq 1, pointer: 2908752
 steego, doc.freq 1, pointer: 2908759
 steel, doc.freq 103, pointer: 2908766
 steel-export, doc.freq 1, pointer: 2909367
 steel-mak, doc.freq 2, pointer: 2909374
 steel-structur, doc.freq 1, pointer: 2909394
 steel-tub, doc.freq 1, pointer: 2909401
 steelmak, doc.freq 9, pointer: 2909408
 steelmil, doc.freq 1, pointer: 2909480
 steelwork, doc.freq 1, pointer: 2909487
 steep, doc.freq 21, pointer: 2909495
 steepen, doc.freq 1, pointer: 2909639
 steeper, doc.freq 2, pointer: 2909647
 steeper-than-anticip, doc.freq 1, pointer: 2909664
 steepli, doc.freq 2, pointer: 2909670
 steer, doc.freq 12, pointer: 2909688
 steet, doc.freq 1, pointer: 2909780
 stefan, doc.freq 3, pointer: 2909788
 stein, doc.freq 1, pointer: 2909810
 steinfeld, doc.freq 1, pointer: 2909817
 steinhardt, doc.freq 1, pointer: 2909823
 steinkuehl, doc.freq 1, pointer: 2909830
 stem, doc.freq 35, pointer: 2909837
 stenholm, doc.freq 3, pointer: 2910050
 step, doc.freq 129, pointer: 2910072
 step-by-step, doc.freq 1, pointer: 2910814
 stepanian, doc.freq 1, pointer: 2910822
 stephan, doc.freq 1, pointer: 2910829
 stephen, doc.freq 12, pointer: 2910836
 stepp, doc.freq 1, pointer: 2910924
 stepped-up, doc.freq 4, pointer: 2910931
 stereo, doc.freq 1, pointer: 2910959
 steril, doc.freq 1, pointer: 2910967
 sterilis, doc.freq 1, pointer: 2910975
 sterivet, doc.freq 2, pointer: 2910983
 sterl, doc.freq 85, pointer: 2911000
 sterling', doc.freq 3, pointer: 2911495
 sterling-bas, doc.freq 1, pointer: 2911519
 sterling-denomin, doc.freq 2, pointer: 2911527
 sterling-target, doc.freq 1, pointer: 2911544
 sterling/dollar, doc.freq 1, pointer: 2911552
 sterling/mark, doc.freq 1, pointer: 2911559
 sterling/short, doc.freq 1, pointer: 2911566
 stern, doc.freq 5, pointer: 2911573
 stet, doc.freq 1, pointer: 2911615
 steve, doc.freq 6, pointer: 2911622
 stevedor, doc.freq 2, pointer: 2911667
 steven, doc.freq 11, pointer: 2911687
 stevenson, doc.freq 1, pointer: 2911772
 steward, doc.freq 1, pointer: 2911779
 stewart, doc.freq 2, pointer: 2911786
 stewart-warn, doc.freq 2, pointer: 2911803
 steyr, doc.freq 1, pointer: 2911820
 stg, doc.freq 290, pointer: 2911827
 stg/dlr, doc.freq 1, pointer: 2913429
 stg/tonn, doc.freq 1, pointer: 2913436
 stgn.pa, doc.freq 1, pointer: 2913444
 sth, doc.freq 1, pointer: 2913451
 sthf, doc.freq 1, pointer: 2913458
 sti, doc.freq 4, pointer: 2913465
 stick, doc.freq 29, pointer: 2913496
 stiff, doc.freq 9, pointer: 2913682
 stiffen, doc.freq 1, pointer: 2913750
 stiffer, doc.freq 3, pointer: 2913758
 stifl, doc.freq 4, pointer: 2913780
 stiker, doc.freq 1, pointer: 2913807
 still, doc.freq 362, pointer: 2913814
 still-sluggish, doc.freq 2, pointer: 2915812
 stillmann, doc.freq 1, pointer: 2915829
 stimul, doc.freq 66, pointer: 2915837
 stimulu, doc.freq 8, pointer: 2916224
 stipul, doc.freq 12, pointer: 2916284
 stir, doc.freq 1, pointer: 2916374
 stirl, doc.freq 1, pointer: 2916381
 stjm, doc.freq 1, pointer: 2916389
 stki, doc.freq 1, pointer: 2916396
 stn, doc.freq 2, pointer: 2916403
 stna, doc.freq 1, pointer: 2916420
 sto, doc.freq 3, pointer: 2916427
 stock, doc.freq 1135, pointer: 2916448
 stock', doc.freq 1, pointer: 2922505
 stockbrok, doc.freq 16, pointer: 2922510
 stockbrokers', doc.freq 1, pointer: 2922621
 stockbuild, doc.freq 2, pointer: 2922629
 stockdraw, doc.freq 2, pointer: 2922646
 stocker, doc.freq 1, pointer: 2922665
 stockhold, doc.freq 53, pointer: 2922672
 stockholm, doc.freq 1, pointer: 2922988
 stockmarket, doc.freq 1, pointer: 2922996
 stockpil, doc.freq 14, pointer: 2923003
 stocks/am, doc.freq 1, pointer: 2923099
 stocks/american, doc.freq 1, pointer: 2923107
 stocks/anacomp, doc.freq 1, pointer: 2923114
 stocks/chrysl, doc.freq 1, pointer: 2923121
 stocks/ich, doc.freq 1, pointer: 2923128
 stocks/lor, doc.freq 1, pointer: 2923135
 stocks/marion, doc.freq 1, pointer: 2923143
 stocks/polaroid, doc.freq 1, pointer: 2923151
 stocks/purol, doc.freq 1, pointer: 2923159
 stocks/supermarket, doc.freq 1, pointer: 2923167
 stocks/tenneco, doc.freq 1, pointer: 2923174
 stocks/u., doc.freq 2, pointer: 2923181
 stockton, doc.freq 2, pointer: 2923198
 stodgel, doc.freq 1, pointer: 2923213
 stoke, doc.freq 1, pointer: 2923221
 stolt, doc.freq 1, pointer: 2923228
 stoltenberg, doc.freq 7, pointer: 2923235
 stomach, doc.freq 1, pointer: 2923292
 stone, doc.freq 10, pointer: 2923300
 stonewal, doc.freq 1, pointer: 2923377
 stood, doc.freq 80, pointer: 2923385
 stop, doc.freq 116, pointer: 2923857
 stop-gap, doc.freq 1, pointer: 2924525
 stop-ov, doc.freq 1, pointer: 2924532
 stope, doc.freq 1, pointer: 2924538
 stopout, doc.freq 1, pointer: 2924545
 stopov, doc.freq 1, pointer: 2924552
 stoppag, doc.freq 16, pointer: 2924559
 stopwork, doc.freq 1, pointer: 2924669
 stora, doc.freq 3, pointer: 2924676
 storag, doc.freq 48, pointer: 2924697
 store, doc.freq 150, pointer: 2924980
 storeag, doc.freq 1, pointer: 2925832
 storehous, doc.freq 1, pointer: 2925839
 stori, doc.freq 11, pointer: 2925846
 storm, doc.freq 5, pointer: 2925928
 stormi, doc.freq 2, pointer: 2925968
 stos., doc.freq 11, pointer: 2925988
 stow, doc.freq 4, pointer: 2926078
 str, doc.freq 2, pointer: 2926105
 straddle-bound, doc.freq 1, pointer: 2926122
 stragey, doc.freq 1, pointer: 2926130
 straight, doc.freq 11, pointer: 2926137
 strain, doc.freq 25, pointer: 2926222
 strait, doc.freq 22, pointer: 2926386
 strand, doc.freq 5, pointer: 2926529
 strang, doc.freq 2, pointer: 2926569
 stranglehold, doc.freq 1, pointer: 2926585
 strap, doc.freq 1, pointer: 2926592
 strasbourg, doc.freq 1, pointer: 2926599
 strata, doc.freq 1, pointer: 2926606
 strateg, doc.freq 52, pointer: 2926614
 strategi, doc.freq 67, pointer: 2926931
 strategist, doc.freq 2, pointer: 2927328
 strathcona, doc.freq 1, pointer: 2927347
 strauss, doc.freq 1, pointer: 2927355
 straw, doc.freq 2, pointer: 2927362
 strawbridg, doc.freq 2, pointer: 2927379
 strb, doc.freq 1, pointer: 2927399
 stream, doc.freq 11, pointer: 2927405
 streamlin, doc.freq 9, pointer: 2927487
 street, doc.freq 54, pointer: 2927556
 strenger, doc.freq 1, pointer: 2927874
 strength, doc.freq 60, pointer: 2927882
 strengthen, doc.freq 63, pointer: 2928245
 strenuou, doc.freq 3, pointer: 2928630
 stress, doc.freq 61, pointer: 2928652
 stretch, doc.freq 17, pointer: 2929013
 strevig, doc.freq 1, pointer: 2929130
 stri, doc.freq 1, pointer: 2929137
 stricken, doc.freq 1, pointer: 2929145
 stricli, doc.freq 1, pointer: 2929152
 strict, doc.freq 13, pointer: 2929159
 stricter, doc.freq 5, pointer: 2929250
 strictli, doc.freq 11, pointer: 2929289
 stride, doc.freq 1, pointer: 2929371
 strident, doc.freq 1, pointer: 2929379
 strife, doc.freq 2, pointer: 2929386
 strike, doc.freq 100, pointer: 2929403
 strike-bound, doc.freq 5, pointer: 2929972
 strike-hit, doc.freq 2, pointer: 2930011
 striker, doc.freq 11, pointer: 2930028
 stringent, doc.freq 4, pointer: 2930112
 stringfellow, doc.freq 1, pointer: 2930140
 strip, doc.freq 9, pointer: 2930147
 stripper, doc.freq 2, pointer: 2930216
 stritch, doc.freq 1, pointer: 2930233
 strive, doc.freq 7, pointer: 2930240
 strl, doc.freq 1, pointer: 2930293
 strng, doc.freq 1, pointer: 2930300
 strober, doc.freq 1, pointer: 2930307
 strohmaier, doc.freq 1, pointer: 2930313
 strohmey, doc.freq 2, pointer: 2930318
 strong, doc.freq 247, pointer: 2930335
 strong-arm, doc.freq 1, pointer: 2931702
 stronger, doc.freq 49, pointer: 2931709
 stronger-than-optim, doc.freq 1, pointer: 2932005
 strongest, doc.freq 6, pointer: 2932012
 stronghold, doc.freq 1, pointer: 2932058
 strongli, doc.freq 51, pointer: 2932065
 struck, doc.freq 18, pointer: 2932372
 structur, doc.freq 79, pointer: 2932496
 struggl, doc.freq 10, pointer: 2932959
 strung, doc.freq 1, pointer: 2933033
 struther, doc.freq 1, pointer: 2933041
 strw, doc.freq 2, pointer: 2933048
 stryker, doc.freq 1, pointer: 2933068
 sttx, doc.freq 2, pointer: 2933076
 stu, doc.freq 1, pointer: 2933096
 stuart, doc.freq 4, pointer: 2933103
 stubbornli, doc.freq 2, pointer: 2933132
 stuck, doc.freq 5, pointer: 2933149
 studebak, doc.freq 1, pointer: 2933184
 student, doc.freq 5, pointer: 2933191
 studi, doc.freq 150, pointer: 2933230
 studio, doc.freq 3, pointer: 2934080
 stuff, doc.freq 2, pointer: 2934102
 stumbl, doc.freq 3, pointer: 2934119
 stun, doc.freq 2, pointer: 2934141
 stunt, doc.freq 1, pointer: 2934161
 stupid, doc.freq 1, pointer: 2934168
 sturm, doc.freq 1, pointer: 2934175
 stuttgart, doc.freq 2, pointer: 2934183
 stvtf, doc.freq 2, pointer: 2934200
 stx, doc.freq 1, pointer: 2934217
 style, doc.freq 7, pointer: 2934224
 stymi, doc.freq 1, pointer: 2934280
 styren, doc.freq 1, pointer: 2934287
 styrene-butadien, doc.freq 3, pointer: 2934294
 styx, doc.freq 1, pointer: 2934319
 su, doc.freq 6, pointer: 2934326
 sua, doc.freq 1, pointer: 2934372
 sub-cabinet, doc.freq 1, pointer: 2934379
 sub-cabinet-level, doc.freq 1, pointer: 2934385
 sub-committe, doc.freq 1, pointer: 2934391
 sub-sahara, doc.freq 1, pointer: 2934398
 sub-saharan, doc.freq 2, pointer: 2934406
 subba, doc.freq 2, pointer: 2934423
 subcabinet-level, doc.freq 1, pointer: 2934442
 subclaus, doc.freq 1, pointer: 2934448
 subcommitt, doc.freq 1, pointer: 2934455
 subcommitte, doc.freq 62, pointer: 2934462
 subcommittee', doc.freq 1, pointer: 2934825
 subcontin, doc.freq 1, pointer: 2934832
 subcontract, doc.freq 2, pointer: 2934839
 subdivis, doc.freq 1, pointer: 2934856
 subdu, doc.freq 6, pointer: 2934863
 subhi, doc.freq 1, pointer: 2934908
 subisdi, doc.freq 1, pointer: 2934915
 subisidiari, doc.freq 1, pointer: 2934922
 subject, doc.freq 262, pointer: 2934929
 submachinegun, doc.freq 1, pointer: 2936381
 submarin, doc.freq 1, pointer: 2936388
 submerg, doc.freq 1, pointer: 2936395
 submers, doc.freq 5, pointer: 2936402
 submiss, doc.freq 4, pointer: 2936439
 submit, doc.freq 47, pointer: 2936467
 subordi, doc.freq 1, pointer: 2936744
 subordin, doc.freq 46, pointer: 2936751
 subotica, doc.freq 1, pointer: 2937029
 subpoena, doc.freq 2, pointer: 2937037
 subproduct, doc.freq 3, pointer: 2937054
 subroto, doc.freq 11, pointer: 2937076
 subscrib, doc.freq 20, pointer: 2937153
 subscript, doc.freq 8, pointer: 2937292
 subsea, doc.freq 1, pointer: 2937348
 subsequ, doc.freq 33, pointer: 2937355
 subsid, doc.freq 31, pointer: 2937563
 subsidi, doc.freq 82, pointer: 2937757
 subsidiari, doc.freq 426, pointer: 2938227
 subsidis, doc.freq 11, pointer: 2940570
 subsist, doc.freq 2, pointer: 2940658
 subsoil, doc.freq 1, pointer: 2940677
 substainti, doc.freq 1, pointer: 2940685
 substanc, doc.freq 5, pointer: 2940692
 substant, doc.freq 1, pointer: 2940730
 substanti, doc.freq 189, pointer: 2940737
 substantit, doc.freq 1, pointer: 2941788
 substitut, doc.freq 19, pointer: 2941796
 subsystem, doc.freq 2, pointer: 2941931
 subtl, doc.freq 1, pointer: 2941947
 subtract, doc.freq 1, pointer: 2941955
 suburb, doc.freq 1, pointer: 2941962
 suburban, doc.freq 9, pointer: 2941969
 subvers, doc.freq 2, pointer: 2942042
 subvert, doc.freq 1, pointer: 2942059
 suc, doc.freq 1, pointer: 2942067
 succe, doc.freq 6, pointer: 2942074
 succeed, doc.freq 39, pointer: 2942118
 succes, doc.freq 1, pointer: 2942363
 succesful, doc.freq 1, pointer: 2942370
 success, doc.freq 140, pointer: 2942378
 successor, doc.freq 7, pointer: 2943171
 such, doc.freq 419, pointer: 2943225
 such.t, doc.freq 1, pointer: 2945521
 suchard, doc.freq 5, pointer: 2945529
 sucocitrico, doc.freq 1, pointer: 2945568
 sucr, doc.freq 2, pointer: 2945575
 sucralos, doc.freq 2, pointer: 2945594
 sudan, doc.freq 5, pointer: 2945611
 sudan', doc.freq 1, pointer: 2945650
 sudanes, doc.freq 2, pointer: 2945657
 sudden, doc.freq 12, pointer: 2945674
 suddenli, doc.freq 7, pointer: 2945764
 sue, doc.freq 6, pointer: 2945818
 suez, doc.freq 2, pointer: 2945860
 suez-mediterranean, doc.freq 2, pointer: 2945879
 sufac, doc.freq 1, pointer: 2945896
 suffer, doc.freq 68, pointer: 2945904
 suffici, doc.freq 38, pointer: 2946307
 suffield, doc.freq 4, pointer: 2946541
 suffoc, doc.freq 1, pointer: 2946567
 suffolk, doc.freq 2, pointer: 2946574
 sugar, doc.freq 148, pointer: 2946591
 sugar-contain, doc.freq 2, pointer: 2947449
 sugar-produc, doc.freq 1, pointer: 2947468
 sugarbeet, doc.freq 3, pointer: 2947475
 sugarcan, doc.freq 10, pointer: 2947500
 sugari, doc.freq 1, pointer: 2947574
 sugarman, doc.freq 1, pointer: 2947581
 suggest, doc.freq 125, pointer: 2947587
 suharto, doc.freq 8, pointer: 2948304
 suicid, doc.freq 2, pointer: 2948358
 suiker, doc.freq 1, pointer: 2948375
 suiss, doc.freq 7, pointer: 2948382
 suisse-first, doc.freq 1, pointer: 2948434
 suit, doc.freq 52, pointer: 2948441
 suitabl, doc.freq 9, pointer: 2948756
 suitor, doc.freq 13, pointer: 2948827
 sukkerfabrikk, doc.freq 1, pointer: 2948915
 sul, doc.freq 3, pointer: 2948922
 sulbath, doc.freq 2, pointer: 2948944
 suleiman, doc.freq 2, pointer: 2948961
 sulfid, doc.freq 2, pointer: 2948978
 sulfur, doc.freq 2, pointer: 2948995
 suliman, doc.freq 1, pointer: 2949014
 sull.l, doc.freq 1, pointer: 2949021
 sullivan, doc.freq 6, pointer: 2949029
 sulpetro, doc.freq 2, pointer: 2949074
 sulphid, doc.freq 2, pointer: 2949091
 sulphur, doc.freq 12, pointer: 2949108
 sultan, doc.freq 1, pointer: 2949205
 sum, doc.freq 33, pointer: 2949212
 sumari, doc.freq 1, pointer: 2949415
 sumatra, doc.freq 3, pointer: 2949422
 sumatran, doc.freq 1, pointer: 2949444
 sume, doc.freq 1, pointer: 2949451
 sumi, doc.freq 1, pointer: 2949458
 sumita, doc.freq 31, pointer: 2949465
 sumitomo, doc.freq 15, pointer: 2949664
 sumitomo', doc.freq 1, pointer: 2949764
 summ, doc.freq 1, pointer: 2949770
 summari, doc.freq 14, pointer: 2949777
 summer, doc.freq 59, pointer: 2949877
 summit, doc.freq 18, pointer: 2950223
 summitvil, doc.freq 1, pointer: 2950349
 summon, doc.freq 1, pointer: 2950357
 sumner, doc.freq 5, pointer: 2950364
 sumt.t, doc.freq 1, pointer: 2950399
 sumun, doc.freq 1, pointer: 2950407
 sun, doc.freq 30, pointer: 2950413
 sun-pat, doc.freq 1, pointer: 2950611
 sun-yong, doc.freq 1, pointer: 2950618
 suna, doc.freq 1, pointer: 2950625
 sunbeam, doc.freq 4, pointer: 2950632
 sunbelt, doc.freq 2, pointer: 2950660
 sundanc, doc.freq 1, pointer: 2950679
 sunday, doc.freq 24, pointer: 2950686
 sundor, doc.freq 2, pointer: 2950834
 sunf, doc.freq 1, pointer: 2950851
 sunflow, doc.freq 14, pointer: 2950858
 sunflowerse, doc.freq 10, pointer: 2950956
 sunk, doc.freq 5, pointer: 2951031
 sunl.l, doc.freq 1, pointer: 2951070
 sunlaw, doc.freq 1, pointer: 2951078
 sunlight, doc.freq 1, pointer: 2951085
 sunmeal, doc.freq 2, pointer: 2951093
 sunni, doc.freq 2, pointer: 2951111
 sunnier, doc.freq 1, pointer: 2951130
 sunnyval, doc.freq 2, pointer: 2951137
 sunoil, doc.freq 1, pointer: 2951154
 sunris, doc.freq 1, pointer: 2951158
 sunset, doc.freq 1, pointer: 2951165
 sunshin, doc.freq 4, pointer: 2951172
 sunstar, doc.freq 1, pointer: 2951200
 sunstat, doc.freq 1, pointer: 2951207
 sunter, doc.freq 6, pointer: 2951215
 suntrust, doc.freq 2, pointer: 2951260
 supd, doc.freq 1, pointer: 2951280
 super, doc.freq 15, pointer: 2951287
 super-comput, doc.freq 4, pointer: 2951389
 super-gi, doc.freq 1, pointer: 2951416
 superamerica, doc.freq 1, pointer: 2951423
 superannu, doc.freq 1, pointer: 2951430
 supercomput, doc.freq 9, pointer: 2951436
 superdrug, doc.freq 2, pointer: 2951505
 superfund, doc.freq 2, pointer: 2951525
 superintend, doc.freq 1, pointer: 2951544
 superior, doc.freq 11, pointer: 2951550
 superior+, doc.freq 1, pointer: 2951643
 supermac, doc.freq 1, pointer: 2951647
 supermarket, doc.freq 30, pointer: 2951653
 superpow, doc.freq 5, pointer: 2951843
 supersed, doc.freq 2, pointer: 2951885
 superstar, doc.freq 1, pointer: 2951904
 superstor, doc.freq 1, pointer: 2951911
 supertank, doc.freq 5, pointer: 2951918
 supervis, doc.freq 5, pointer: 2951955
 supervisori, doc.freq 10, pointer: 2951992
 supli, doc.freq 1, pointer: 2952065
 suport, doc.freq 1, pointer: 2952072
 suppi, doc.freq 1, pointer: 2952079
 supplement, doc.freq 10, pointer: 2952086
 supplementari, doc.freq 3, pointer: 2952160
 suppli, doc.freq 361, pointer: 2952182
 supplier, doc.freq 37, pointer: 2954157
 supply-demand, doc.freq 4, pointer: 2954397
 supply/demand, doc.freq 4, pointer: 2954424
 supply/pric, doc.freq 1, pointer: 2954454
 support, doc.freq 272, pointer: 2954461
 suppos, doc.freq 6, pointer: 2955985
 supposit, doc.freq 1, pointer: 2956026
 suppress, doc.freq 2, pointer: 2956034
 supradur, doc.freq 1, pointer: 2956051
 suprem, doc.freq 13, pointer: 2956058
 supris, doc.freq 1, pointer: 2956152
 suprlu, doc.freq 1, pointer: 2956159
 sur, doc.freq 1, pointer: 2956166
 suralco, doc.freq 4, pointer: 2956173
 surat, doc.freq 1, pointer: 2956201
 suratanakaweekul, doc.freq 1, pointer: 2956208
 surcharg, doc.freq 7, pointer: 2956216
 sure, doc.freq 40, pointer: 2956271
 surf, doc.freq 1, pointer: 2956520
 surfac, doc.freq 18, pointer: 2956527
 surfrac, doc.freq 1, pointer: 2956653
 surg, doc.freq 47, pointer: 2956660
 surgeon, doc.freq 1, pointer: 2956935
 surgeri, doc.freq 1, pointer: 2956942
 surgic, doc.freq 1, pointer: 2956950
 surinam, doc.freq 4, pointer: 2956958
 surmis, doc.freq 1, pointer: 2956986
 surpass, doc.freq 10, pointer: 2956993
 surplu, doc.freq 243, pointer: 2957072
 surplus, doc.freq 44, pointer: 2958423
 surpris, doc.freq 59, pointer: 2958693
 surprisingli, doc.freq 3, pointer: 2959041
 surrend, doc.freq 2, pointer: 2959065
 surround, doc.freq 20, pointer: 2959084
 surveil, doc.freq 2, pointer: 2959221
 survey, doc.freq 57, pointer: 2959240
 surviv, doc.freq 17, pointer: 2959587
 survivor, doc.freq 1, pointer: 2959701
 susan, doc.freq 2, pointer: 2959708
 susann, doc.freq 1, pointer: 2959727
 susbsidiari, doc.freq 1, pointer: 2959735
 suscept, doc.freq 3, pointer: 2959742
 sushi, doc.freq 1, pointer: 2959765
 susin, doc.freq 1, pointer: 2959772
 suspect, doc.freq 10, pointer: 2959780
 suspend, doc.freq 87, pointer: 2959855
 suspens, doc.freq 28, pointer: 2960362
 suspensions/part, doc.freq 1, pointer: 2960537
 suspici, doc.freq 1, pointer: 2960544
 suspicion, doc.freq 4, pointer: 2960552
 sust, doc.freq 1, pointer: 2960580
 sustain, doc.freq 47, pointer: 2960588
 susumu, doc.freq 3, pointer: 2960873
 suthe, doc.freq 1, pointer: 2960893
 sutliff, doc.freq 1, pointer: 2960900
 suw, doc.freq 1, pointer: 2960907
 suzaki, doc.freq 1, pointer: 2960914
 suzann, doc.freq 2, pointer: 2960921
 svc, doc.freq 1, pointer: 2960938
 svenska, doc.freq 2, pointer: 2960945
 svic, doc.freq 1, pointer: 2960962
 svizzera, doc.freq 2, pointer: 2960969
 svm, doc.freq 2, pointer: 2960986
 svt, doc.freq 2, pointer: 2961001
 svz, doc.freq 2, pointer: 2961021
 sw, doc.freq 1, pointer: 2961038
 swain, doc.freq 1, pointer: 2961045
 swap, doc.freq 27, pointer: 2961052
 swarup, doc.freq 1, pointer: 2961228
 swasey, doc.freq 1, pointer: 2961235
 sway, doc.freq 1, pointer: 2961242
 swaziland, doc.freq 1, pointer: 2961249
 swearingen, doc.freq 2, pointer: 2961255
 sweden, doc.freq 42, pointer: 2961274
 sweden', doc.freq 1, pointer: 2961540
 swedish, doc.freq 31, pointer: 2961547
 sweeney, doc.freq 1, pointer: 2961750
 sweep, doc.freq 6, pointer: 2961757
 sweet, doc.freq 19, pointer: 2961800
 sweetbaum, doc.freq 1, pointer: 2961927
 sweeten, doc.freq 20, pointer: 2961934
 sweeter, doc.freq 2, pointer: 2962068
 sweetner, doc.freq 2, pointer: 2962085
 swell, doc.freq 4, pointer: 2962102
 swept, doc.freq 4, pointer: 2962129
 swf, doc.freq 2, pointer: 2962157
 swift, doc.freq 8, pointer: 2962174
 swiftli, doc.freq 5, pointer: 2962233
 swim, doc.freq 2, pointer: 2962275
 swindl, doc.freq 1, pointer: 2962294
 swine, doc.freq 2, pointer: 2962301
 swing, doc.freq 20, pointer: 2962318
 swire, doc.freq 7, pointer: 2962453
 swirl, doc.freq 1, pointer: 2962505
 swiss, doc.freq 59, pointer: 2962513
 swiss-bas, doc.freq 2, pointer: 2962855
 swissair, doc.freq 3, pointer: 2962872
 switch, doc.freq 49, pointer: 2962894
 switchboard, doc.freq 1, pointer: 2963202
 switzerland, doc.freq 35, pointer: 2963209
 switzerland', doc.freq 1, pointer: 2963416
 swk, doc.freq 2, pointer: 2963423
 swl, doc.freq 2, pointer: 2963440
 swn, doc.freq 1, pointer: 2963457
 swollen, doc.freq 3, pointer: 2963465
 sword, doc.freq 4, pointer: 2963489
 swpc.hk, doc.freq 3, pointer: 2963521
 swpc.hkg, doc.freq 4, pointer: 2963543
 swsz.z, doc.freq 2, pointer: 2963570
 swung, doc.freq 3, pointer: 2963587
 sww, doc.freq 1, pointer: 2963612
 sxi, doc.freq 1, pointer: 2963617
 syacmor, doc.freq 1, pointer: 2963625
 sycamor, doc.freq 1, pointer: 2963633
 sydney, doc.freq 13, pointer: 2963641
 syeduzzaman, doc.freq 1, pointer: 2963737
 sylla, doc.freq 1, pointer: 2963744
 sylvan, doc.freq 1, pointer: 2963751
 sym, doc.freq 1, pointer: 2963758
 symb, doc.freq 4, pointer: 2963766
 symbion, doc.freq 4, pointer: 2963794
 symbion', doc.freq 1, pointer: 2963822
 symbol, doc.freq 12, pointer: 2963830
 sympath, doc.freq 1, pointer: 2963921
 sympathet, doc.freq 5, pointer: 2963929
 sympathis, doc.freq 2, pointer: 2963968
 symposium, doc.freq 2, pointer: 2963987
 synalloy, doc.freq 1, pointer: 2964004
 synchron, doc.freq 1, pointer: 2964011
 syncyti, doc.freq 1, pointer: 2964018
 syndarma, doc.freq 4, pointer: 2964025
 syndic, doc.freq 18, pointer: 2964052
 syndicat, doc.freq 1, pointer: 2964174
 syndrom, doc.freq 1, pointer: 2964182
 syne, doc.freq 1, pointer: 2964190
 synergi, doc.freq 4, pointer: 2964196
 synfuel, doc.freq 1, pointer: 2964227
 syngold, doc.freq 1, pointer: 2964235
 synonym, doc.freq 1, pointer: 2964243
 syntech, doc.freq 1, pointer: 2964251
 synthet, doc.freq 6, pointer: 2964257
 synthetech, doc.freq 1, pointer: 2964303
 syo, doc.freq 1, pointer: 2964310
 syria, doc.freq 6, pointer: 2964317
 syrian, doc.freq 1, pointer: 2964364
 syrup, doc.freq 6, pointer: 2964372
 syrup-55, doc.freq 2, pointer: 2964415
 syst, doc.freq 2, pointer: 2964432
 system, doc.freq 526, pointer: 2964447
 system', doc.freq 2, pointer: 2967312
 system/3x, doc.freq 1, pointer: 2967329
 systemat, doc.freq 3, pointer: 2967337
 systemhous, doc.freq 1, pointer: 2967357
 systemwid, doc.freq 1, pointer: 2967364
 sytem, doc.freq 1, pointer: 2967371
 szynkarski, doc.freq 1, pointer: 2967378
 t, doc.freq 12, pointer: 2967385
 t-bill, doc.freq 3, pointer: 2967475
 t-block, doc.freq 1, pointer: 2967497
 t-bond, doc.freq 3, pointer: 2967504
 t-note, doc.freq 1, pointer: 2967528
 t-pa, doc.freq 1, pointer: 2967535
 t., doc.freq 17, pointer: 2967542
 t.b, doc.freq 1, pointer: 2967656
 t.b.c, doc.freq 1, pointer: 2967663
 t.c, doc.freq 1, pointer: 2967671
 t.h.e, doc.freq 1, pointer: 2967678
 t.j., doc.freq 1, pointer: 2967685
